"maxVal"	"cluster"	"correct"	"trueCluster"	"SV.TP63"	"SV.BCL6"	"BLC10.NOTCH2.A20.SPEN"	"B2M.CD70.PD1.FAS.com"	"X21Q.AMP"	"GENOME_DOUBLING"	"Sum.CNAs.C2"	"TP53.biallelic"	"BCL2.comp"	"Chrom.Mod.Enzymes"	"Pi3K.Mod"	"Hist.comp"	"NFKBalt.RASalt.JAK.STAT.alt.RHOA.SGK1.KLH6.cd58.cd83"	"SumC4.mut"	"X18Q.AMP"	"MYD88.L265"	"sumCNAs.C5"	"MYD88.OTHER"	"X2P16.1.AMP"	"CD79B.MYD88.TBL1XR1.BLIMP.ETV6.ZC3H12A"	"X9p21.3.DEL"	"COO..GCB.1.unclass.2.ABC.3.na."
"dlbcl_ls2599"	0.4578	5	FALSE	2	0	0	0	2	0	0	4	0	5	0	4	0	2	6	0	0	0	0	0	0	0	"1"
"dlbcl_mc_f815_bat"	0.4686	2	TRUE	2	3	0	0	0	0	0	6	0	5	2	0	1	4	7	0	0	1	2	2	3	0	"1"
"dlbcl_ricover_384"	0.474	2	TRUE	2	0	0	0	0	0	0	15	0	2	4	7	2	0	2	0	0	0	0	1	0	1	"1"
"dlbcl_ls155"	0.4784	5	FALSE	2	0	0	0	0	0	0	0	0	5	2	2	4	4	10	0	0	0	0	0	0	0	"1"
"dlbcl_c_d_1110_nullpair"	0.501	2	TRUE	2	0	0	4	0	0	0	3	0	5	2	0	5	1	6	1	0	2	0	0	0	0	"1"
"dlbcl_ricover_577"	0.5016	2	TRUE	2	0	0	2	0	0	0	3	0	0	6	3	2	0	2	2	0	4	0	0	0	0	"1"
"dlbcl_ls1395"	0.5428	2	TRUE	2	0	0	0	0	0	0	6	3	4	4	0	0	2	2	0	0	0	0	0	0	0	"2"
"dlbcl_mc_f344_cjs"	0.5466	2	TRUE	2	0	0	0	0	0	0	6	0	5	4	5	0	6	8	0	0	0	2	1	2	0	"1"
"dlbcl_ls3615"	0.56	2	TRUE	2	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	"2"
"dlbcl_ricover_1046"	0.5708	3	FALSE	2	0	0	0	0	0	0	12	3	3	4	1	0	0	0	1	0	3	0	0	0	0	"1"
"dlbcl_c_d_1141_nullpair"	0.5808	2	TRUE	2	0	0	2	0	2	0	6	0	5	4	2	0	0	0	2	0	3	0	2	0	0	"1"
"dlbcl_mc_f606_dmj"	0.5992	2	TRUE	2	0	0	0	0	1	0	8	1	5	2	1	0	0	0	0	0	0	0	0	0	1	"1"
"dlbcl_ricover_111"	0.6132	2	TRUE	2	0	0	2	0	0	0	3	0	0	2	2	0	0	0	1	0	2	0	1	1	0	"2"
"dlbcl_mc_f362_mjb1"	0.6326	2	TRUE	2	0	0	0	0	0	0	8	1	3	4	0	0	0	2	0	0	0	0	0	2	1	"1"
"dlbcl_c_d_1162_nullpair"	0.6356	2	TRUE	2	0	0	0	0	0	0	2	0	0	2	2	1	2	3	0	0	0	0	0	0	0	"1"
"dlbcl_ricover_269"	0.6604	2	TRUE	2	0	0	0	0	0	0	7	0	5	2	0	0	4	4	1	0	2	0	0	0	0	"1"
"dlbcl_ricover_469"	0.7118	2	TRUE	2	0	0	2	2	0	0	2	0	5	4	2	0	0	0	0	0	0	0	0	0	0	"1"
"dlbcl_ricover_216"	0.7502	4	FALSE	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	"3"
"dlbcl_ls4616"	0.7592	2	TRUE	2	0	0	0	0	0	0	6	3	5	4	0	0	4	4	0	0	0	0	0	0	0	"1"
"dlbcl_ricover_463"	0.7596	2	TRUE	2	0	0	0	0	0	0	3	0	0	2	2	0	2	2	0	0	0	0	1	0	0	"1"
"dlbcl_mc_f358_wds"	0.8462	2	TRUE	2	0	0	0	0	0	0	3	0	5	4	3	4	0	4	0	0	0	0	0	0	0	"1"
"dlbcl_c_d_1113_nullpair"	0.8496	2	TRUE	2	0	0	0	0	0	0	2	0	0	2	2	0	0	0	0	0	0	0	1	0	0	"1"
"dlbcl_ls1620"	0.8706	2	TRUE	2	0	0	0	0	0	0	1	0	5	6	5	0	0	0	0	0	0	0	0	0	0	"1"
"dlbcl_ls297"	0.9016	2	TRUE	2	0	0	0	0	0	0	4	0	5	4	3	2	2	6	0	0	1	0	0	0	0	"1"
"dlbcl_c_d_1127_nullpair"	0.975	2	TRUE	2	0	0	0	0	0	0	4	0	5	4	3	0	0	0	0	0	0	0	0	0	0	"1"
"dlbcl_mc_f210_gwc"	0.2798	5	FALSE	3	0	0	0	0	0	0	7	0	0	0	0	2	2	4	1	0	1	0	1	0	0	"2"
"dlbcl_ricover_1169"	0.3236	2	FALSE	3	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	"3"
"dlbcl_ricover_1072"	0.3748	3	TRUE	3	0	0	0	0	0	0	19	0	0	0	0	2	4	8	0	0	1	2	1	2	1	"1"
"dlbcl_ls1921"	0.3862	3	TRUE	3	0	0	0	0	1	0	20	1	3	0	2	2	4	8	0	0	0	0	2	0	0	"1"
"dlbcl_ls3204"	0.406	3	TRUE	3	0	0	0	2	1	3	12	0	0	0	0	2	2	4	0	0	0	0	1	0	0	"1"
"dlbcl_c_d_1131_nullpair"	0.4078	3	TRUE	3	0	0	2	0	0	0	11	2	0	2	0	0	0	0	0	2	0	0	0	4	0	"3"
"dlbcl_c_d_1118_nullpair"	0.4144	1	FALSE	3	0	3	0	0	0	0	11	0	0	0	0	0	0	2	0	0	0	0	2	1	1	"1"
"dlbcl_ricover_839"	0.4226	3	TRUE	3	0	0	0	0	1	0	8	3	0	0	0	0	2	2	0	0	0	0	0	0	1	"2"
"dlbcl_ricover_1165"	0.4454	4	FALSE	3	0	0	0	0	0	0	6	3	0	2	0	0	0	0	0	0	2	2	0	2	0	"3"
"dlbcl_ls2258"	0.4484	3	TRUE	3	0	0	0	0	0	0	9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	"3"
"dlbcl_ls88"	0.4598	3	TRUE	3	0	0	0	0	0	0	10	3	3	0	0	0	0	0	0	0	3	0	0	0	1	"3"
"dlbcl_ls4054"	0.464	1	FALSE	3	0	0	0	0	0	0	3	0	0	0	0	0	2	2	0	0	0	0	0	0	1	"3"
"dlbcl_c_d_1135_nullpair"	0.4938	3	TRUE	3	0	3	0	3	1	0	15	2	0	2	1	6	0	6	1	0	4	0	0	0	0	"3"
"dlbcl_mc_f729_man"	0.4962	3	TRUE	3	0	0	0	0	0	0	7	2	0	1	0	1	0	1	0	0	1	0	0	0	1	"3"
"dlbcl_ls2328"	0.5194	3	TRUE	3	0	0	0	2	1	0	16	3	3	4	3	4	0	4	0	0	0	0	0	0	0	"1"
"dlbcl_ricover_780"	0.5278	3	TRUE	3	0	0	0	0	0	0	14	3	2	2	2	2	2	4	0	0	3	0	2	0	0	"1"
"dlbcl_ls2089"	0.5392	3	TRUE	3	0	0	0	0	0	3	18	3	0	0	0	0	0	0	2	2	5	0	0	4	0	"3"
"dlbcl_mc_f990_mna"	0.5682	3	TRUE	3	0	0	1	0	0	3	23	1	0	0	0	0	2	2	0	2	3	0	1	6	1	"3"
"dlbcl_ricover_822"	0.5722	4	FALSE	3	0	0	0	0	0	0	10	2	0	2	0	2	0	2	2	0	6	0	1	0	1	"3"
"dlbcl_c_d_1111_nullpair"	0.6174	2	FALSE	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"1"
"dlbcl_mc_f959_erm"	0.6188	3	TRUE	3	0	3	0	3	0	3	15	2	0	2	0	2	0	2	2	2	6	0	2	2	0	"3"
"dlbcl_ricover_623"	0.6274	3	TRUE	3	0	0	0	0	1	0	14	1	0	2	0	0	0	4	0	0	2	0	2	0	0	"1"
"dlbcl_ricover_335"	0.6334	3	TRUE	3	0	0	0	0	1	3	22	3	0	0	0	4	4	8	0	0	1	0	2	0	1	"1"
"dlbcl_ricover_533"	0.6536	3	TRUE	3	0	0	0	0	1	3	21	0	0	0	2	0	6	6	1	0	2	0	1	0	0	"1"
"dlbcl_c_d_1108_nullpair"	0.667	3	TRUE	3	0	0	0	0	1	3	11	2	0	0	0	0	0	1	1	0	6	0	0	0	0	"3"
"dlbcl_ls3309"	0.6674	3	TRUE	3	0	0	0	0	0	3	23	3	5	4	3	0	0	0	0	0	2	0	1	0	0	"1"
"dlbcl_ricover_174"	0.6722	3	TRUE	3	0	0	2	2	1	3	21	3	0	0	1	0	0	0	0	0	1	0	0	0	0	"3"
"dlbcl_mc_f089_hcz"	0.684	3	TRUE	3	0	0	0	0	1	0	16	2	2	2	0	0	4	4	0	0	1	0	0	2	1	"1"
"dlbcl_ricover_299"	0.7432	3	TRUE	3	0	0	0	0	1	3	26	1	5	4	2	0	0	0	1	0	3	0	2	1	1	"1"
"dlbcl_ricover_1060"	0.749	4	FALSE	3	0	0	0	2	0	0	4	0	0	0	0	0	0	0	1	0	3	0	0	0	0	"3"
"dlbcl_ricover_253"	0.7682	3	TRUE	3	0	3	0	0	0	3	27	3	0	2	0	0	0	0	0	0	1	0	1	0	1	"1"
"dlbcl_ricover_1235"	0.7774	3	TRUE	3	0	0	2	0	2	3	21	3	5	3	1	0	0	2	1	0	1	0	2	0	0	"2"
"dlbcl_mayo_dlbcl_7359"	0.8034	3	TRUE	3	0	0	0	3	1	3	21	3	0	0	0	1	0	3	1	0	6	0	2	0	0	"2"
"dlbcl_ls3749"	0.8146	3	TRUE	3	0	0	0	0	1	3	22	0	0	0	1	2	0	4	0	0	2	0	2	0	1	"1"
"dlbcl_mc_f739_ama3"	0.843	3	TRUE	3	0	0	0	0	2	3	24	3	5	4	2	3	2	5	1	0	2	0	0	0	1	"1"
"dlbcl_ls146"	0.8704	3	TRUE	3	0	0	2	0	1	3	21	3	0	0	1	0	2	2	1	0	5	0	2	0	0	"1"
"dlbcl_ricover_126"	0.915	3	TRUE	3	0	0	0	0	2	3	20	3	5	2	2	0	0	0	0	0	1	0	2	0	1	"1"
"dlbcl_ricover_288"	0.9182	3	TRUE	3	0	0	0	0	1	3	19	2	0	0	0	2	0	3	0	0	1	0	2	0	1	"3"
"dlbcl_ricover_685"	0.3658	4	TRUE	4	0	0	0	0	0	0	6	0	0	0	0	0	0	2	0	2	1	0	0	8	0	"1"
"dlbcl_ricover_850"	0.4022	4	TRUE	4	0	0	0	0	1	0	7	0	0	0	0	0	0	2	0	0	2	2	1	6	0	"3"
"dlbcl_c_d_1142_nullpair"	0.4026	4	TRUE	4	0	0	0	0	0	0	3	1	0	0	0	0	2	2	2	0	6	0	0	0	0	"2"
"dlbcl_c_d_1105_nullpair"	0.417	1	FALSE	4	0	0	4	0	0	0	4	1	0	2	0	1	0	1	0	0	2	0	0	2	0	"1"
"dlbcl_ls2208"	0.4622	2	FALSE	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	"3"
"dlbcl_c_d_1140_nullpair"	0.4672	4	TRUE	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	"3"
"dlbcl_ricover_506"	0.4798	3	FALSE	4	0	0	0	0	0	0	11	0	0	0	1	0	0	0	1	0	5	0	1	2	1	"3"
"dlbcl_ricover_1190"	0.4894	4	TRUE	4	0	3	0	0	0	0	2	0	0	2	0	0	0	0	1	0	4	0	0	0	0	"3"
"dlbcl_ricover_173"	0.5022	4	TRUE	4	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2	0	0	0	6	0	"3"
"dlbcl_ls1683"	0.5324	4	TRUE	4	0	0	0	0	0	0	6	2	0	2	0	0	2	2	2	0	6	0	1	2	0	"3"
"dlbcl_ricover_1106"	0.5458	4	TRUE	4	0	0	0	0	0	0	5	0	0	0	0	4	0	8	2	2	8	0	0	6	0	"3"
"dlbcl_ricover_704"	0.5578	4	TRUE	4	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	2	0	"3"
"dlbcl_c_d_1120_nullpair"	0.574	4	TRUE	4	0	0	0	0	0	0	3	0	0	2	0	0	0	0	1	0	2	0	0	2	0	"3"
"dlbcl_c_d_1163_nullpair"	0.5802	4	TRUE	4	0	0	0	0	0	0	0	0	0	0	0	2	2	6	0	2	2	0	0	8	0	"3"
"dlbcl_ls1304"	0.5856	4	TRUE	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	4	0	"3"
"dlbcl_ricover_763"	0.5936	4	TRUE	4	0	0	0	0	0	0	9	1	0	0	0	0	2	2	1	0	4	0	0	2	0	"3"
"dlbcl_ricover_1032"	0.6066	4	TRUE	4	0	0	0	0	0	0	11	3	0	0	0	2	2	4	0	2	4	0	0	6	0	"3"
"dlbcl_mc_f339_jps2"	0.6076	4	TRUE	4	0	0	0	5	0	0	2	0	0	0	0	1	0	1	1	0	4	0	0	4	0	"3"
"dlbcl_ricover_467"	0.6262	3	FALSE	4	3	0	0	3	0	3	12	3	0	2	0	0	0	0	2	0	8	0	0	6	0	"3"
"dlbcl_mc_f089_mlb"	0.6348	4	TRUE	4	0	0	0	0	0	0	1	0	0	0	0	2	0	2	0	0	4	0	0	0	0	"3"
"dlbcl_ricover_431"	0.6388	4	TRUE	4	0	0	0	0	0	0	6	0	0	0	0	2	2	8	0	2	3	0	0	4	0	"3"
"dlbcl_ricover_1287"	0.6394	4	TRUE	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	0	0	0	0	"3"
"dlbcl_ricover_215"	0.6564	4	TRUE	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	"3"
"dlbcl_ricover_585"	0.6612	4	TRUE	4	0	3	0	3	0	0	5	0	0	0	0	0	2	3	1	2	7	0	0	6	1	"3"
"dlbcl_ricover_583"	0.6668	4	TRUE	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	5	0	0	0	0	"3"
"dlbcl_mc_f519_alt"	0.7148	4	TRUE	4	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	5	0	0	2	1	"3"
"dlbcl_ricover_1248"	0.719	4	TRUE	4	0	3	2	0	0	0	6	0	0	0	0	0	2	2	2	2	9	0	0	4	0	"3"
"dlbcl_c_d_1144_nullpair"	0.7586	4	TRUE	4	0	0	0	0	0	0	1	2	0	0	0	1	2	3	1	0	3	0	0	4	0	"3"
"dlbcl_c_d_1104_nullpair"	0.7852	4	TRUE	4	0	0	0	0	0	0	4	3	0	0	0	0	0	0	1	2	3	0	0	4	0	"3"
"dlbcl_ricover_773"	0.8204	4	TRUE	4	0	0	0	0	0	0	4	0	0	4	0	0	0	0	1	2	3	0	0	4	0	"3"
"dlbcl_ricover_720"	0.8312	4	TRUE	4	0	3	0	0	0	0	6	0	0	0	0	0	0	0	1	2	6	0	0	6	0	"3"
"dlbcl_ricover_99"	0.8642	4	TRUE	4	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	4	2	0	4	0	"3"
"dlbcl_ricover_712"	0.8772	4	TRUE	4	0	0	0	0	0	0	2	0	0	0	0	2	0	2	1	0	5	0	0	2	0	"3"
"dlbcl_ricover_134"	0.8902	4	TRUE	4	0	0	0	0	0	0	5	1	0	2	0	0	2	2	2	2	8	0	0	4	0	"3"
"dlbcl_ricover_417"	0.9416	4	TRUE	4	3	0	0	0	0	0	4	0	0	0	0	0	0	0	1	2	3	0	0	6	0	"3"
"dlbcl_ls4085"	0.953	4	TRUE	4	0	0	0	0	0	0	4	0	0	2	0	0	0	1	1	0	4	0	0	2	0	"3"
"dlbcl_c_d_1125_nullpair"	0.978	4	TRUE	4	0	0	0	0	0	0	3	0	1	0	0	0	0	2	1	2	6	0	0	6	0	"3"
"dlbcl_mayo_dlbcl_3653"	0.273	4	FALSE	5	0	0	0	0	0	0	1	0	0	0	0	0	3	3	0	0	0	0	0	2	0	"1"
"dlbcl_ricover_408"	0.3436	2	FALSE	5	0	0	0	0	2	0	7	0	0	0	2	0	2	4	0	0	2	0	2	0	0	"1"
"dlbcl_c_d_1153_nullpair"	0.375	5	TRUE	5	0	0	0	0	0	0	7	0	0	0	0	8	2	10	1	0	2	0	0	0	0	"2"
"dlbcl_ricover_102"	0.3788	2	FALSE	5	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	"2"
"dlbcl_ls951"	0.3856	5	TRUE	5	0	0	0	2	1	0	5	0	0	0	1	0	6	6	0	0	0	0	1	0	0	"1"
"dlbcl_ls2590"	0.3924	5	TRUE	5	0	0	0	0	0	0	2	0	0	2	0	3	4	11	0	0	1	0	0	0	0	"3"
"dlbcl_ricover_1081"	0.4006	2	FALSE	5	0	0	2	2	0	0	3	0	0	4	1	1	2	7	0	0	0	0	0	2	0	"1"
"dlbcl_ricover_342"	0.4208	2	FALSE	5	0	0	0	0	0	0	1	0	0	0	2	0	2	4	0	0	0	0	0	0	0	"1"
"dlbcl_c_d_1138_nullpair"	0.4636	2	FALSE	5	0	0	0	0	0	0	3	0	0	0	4	4	0	4	1	0	4	0	0	0	0	"1"
"dlbcl_ricover_866"	0.464	2	FALSE	5	0	0	0	0	0	0	10	0	5	6	8	6	8	20	0	0	0	0	2	0	0	"1"
"dlbcl_ricover_711"	0.489	1	FALSE	5	0	3	0	0	0	0	11	1	0	0	0	6	2	10	0	0	0	0	2	0	0	"1"
"dlbcl_c_d_1151_nullpair"	0.4906	5	TRUE	5	0	3	0	2	1	0	3	3	0	0	4	3	8	13	0	0	0	0	0	1	0	"2"
"dlbcl_ricover_597"	0.547	4	FALSE	5	0	0	0	0	0	0	4	1	0	0	0	8	2	12	1	2	2	0	0	6	0	"3"
"dlbcl_c_d_1109_nullpair"	0.549	5	TRUE	5	0	0	0	4	0	0	1	0	0	0	0	5	2	8	0	0	0	0	1	0	0	"3"
"dlbcl_c_d_1148_nullpair"	0.561	5	TRUE	5	0	3	0	5	0	0	4	0	0	0	4	2	9	12	0	0	0	0	2	0	0	"1"
"dlbcl_ls1899"	0.5654	5	TRUE	5	0	0	0	0	0	0	2	0	0	0	0	1	2	7	0	0	0	0	0	0	0	"1"
"dlbcl_ricover_274"	0.5668	5	TRUE	5	0	0	0	0	0	0	6	2	0	0	0	10	2	14	0	2	0	0	0	2	0	"3"
"dlbcl_ls3387"	0.5678	2	FALSE	5	0	0	1	2	0	0	2	0	5	2	4	10	4	16	0	0	0	0	0	0	0	"1"
"dlbcl_ricover_617"	0.6	5	TRUE	5	0	0	2	2	1	0	5	0	0	0	2	4	2	10	0	0	0	0	2	0	0	"1"
"dlbcl_ricover_1018"	0.6194	3	FALSE	5	0	0	0	0	0	3	18	1	0	0	1	5	6	13	0	0	3	0	1	0	0	"3"
"dlbcl_ls3499"	0.6432	5	TRUE	5	0	0	0	2	0	0	3	0	0	0	0	5	2	7	0	0	0	0	2	0	0	"1"
"dlbcl_ricover_338"	0.649	5	TRUE	5	0	0	0	2	0	0	1	0	0	0	0	0	4	8	0	0	0	0	0	0	0	"1"
"dlbcl_mc_f139_ljf"	0.6956	5	TRUE	5	0	0	0	2	1	0	6	0	0	2	0	4	14	23	0	0	0	0	1	2	0	"1"
"dlbcl_ls3271"	0.6978	5	TRUE	5	0	0	0	0	0	0	1	0	0	0	0	7	6	17	0	0	0	0	0	2	0	"3"
"dlbcl_ricover_1247"	0.6982	5	TRUE	5	0	0	0	0	0	0	0	0	0	0	0	3	4	9	0	0	0	0	0	2	0	"2"
"dlbcl_ricover_148"	0.7452	5	TRUE	5	0	0	0	0	0	0	5	1	0	0	0	0	6	8	0	0	0	0	0	0	0	"1"
"dlbcl_ricover_985"	0.7896	5	TRUE	5	0	0	0	0	0	0	5	0	0	0	0	0	8	11	0	0	0	0	1	0	0	"1"
"dlbcl_ricover_1138"	0.8218	5	TRUE	5	0	0	2	4	0	0	2	0	0	0	0	4	12	17	0	0	0	0	0	0	0	"1"
"dlbcl_ricover_361"	0.8328	5	TRUE	5	0	0	0	0	0	0	0	0	0	0	0	0	6	8	0	0	0	0	0	0	0	"1"
"dlbcl_ricover_701"	0.8758	5	TRUE	5	0	0	1	0	0	0	0	0	0	0	0	2	6	10	0	0	0	0	0	0	0	"1"
