"maxVal"	"cluster"	"correct"	"trueCluster"	"SV.TP63"	"SV.BCL6"	"BLC10.NOTCH2.A20.SPEN"	"B2M.CD70.PD1.FAS.com"	"X21Q.AMP"	"GENOME_DOUBLING"	"Sum.CNAs.C2"	"TP53.biallelic"	"BCL2.comp"	"Chrom.Mod.Enzymes"	"Pi3K.Mod"	"Hist.comp"	"NFKBalt.RASalt.JAK.STAT.alt.RHOA.SGK1.KLH6.cd58.cd83"	"SumC4.mut"	"X18Q.AMP"	"MYD88.L265"	"sumCNAs.C5"	"MYD88.OTHER"	"X2P16.1.AMP"	"CD79B.MYD88.TBL1XR1.BLIMP.ETV6.ZC3H12A"	"X9p21.3.DEL"
"dlbcl_c_d_1114_nullpair"	0.7916	1	TRUE	1	0	3	0	2	0	0	2	0	0	0	0	4	0	4	0	0	0	2	0	2	0
"dlbcl_ls378"	0.8434	1	TRUE	1	0	3	2	2	0	0	3	0	0	2	0	3	0	3	0	0	0	2	0	2	0
"dlbcl_mayo_dlbcl_5613"	0.8626	1	TRUE	1	0	3	2	2	0	0	3	0	0	0	0	0	2	2	0	0	2	0	0	0	0
"dlbcl_ricover_478"	0.8774	4	FALSE	1	0	0	2	0	0	0	6	0	0	0	0	0	0	0	1	0	4	2	0	2	0
"dlbcl_ricover_694"	0.9148	1	TRUE	1	0	3	0	2	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0
"dlbcl_c_d_1130_nullpair"	0.9404	1	TRUE	1	3	3	4	2	0	0	6	0	0	1	0	2	0	2	0	0	0	0	0	0	0
"dlbcl_c_d_1123_nullpair"	0.9532	1	TRUE	1	0	3	4	5	0	0	6	0	0	0	0	2	0	4	0	0	1	0	0	0	0
"dlbcl_mc_f927_jhs"	0.3034	3	FALSE	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"dlbcl_ls2245"	0.3532	2	TRUE	2	0	3	0	2	0	0	11	1	5	4	0	0	4	4	0	0	1	0	1	0	0
"dlbcl_ricover_197"	0.356	1	FALSE	2	0	0	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0
"dlbcl_mayo_dlbcl_234"	0.393	2	TRUE	2	0	0	2	0	0	0	2	0	0	4	2	4	2	6	0	0	0	0	2	4	0
"dlbcl_ricover_577"	0.411	2	TRUE	2	0	0	2	0	0	0	3	0	0	6	3	2	0	2	2	0	4	0	0	0	0
"dlbcl_ls762"	0.4148	4	FALSE	2	0	0	0	0	0	0	0	0	0	2	0	0	2	2	1	0	2	0	0	0	0
"dlbcl_ls2599"	0.4418	2	TRUE	2	0	0	0	2	0	0	4	0	5	0	4	0	2	6	0	0	0	0	0	0	0
"dlbcl_ls4619"	0.4488	2	TRUE	2	0	0	0	0	0	0	6	0	5	0	0	2	2	4	0	0	0	0	1	2	1
"dlbcl_ricover_978"	0.4548	2	TRUE	2	0	0	6	2	0	0	7	0	0	4	2	4	0	6	0	0	1	0	1	0	0
"dlbcl_c_d_1110_nullpair"	0.4692	2	TRUE	2	0	0	4	0	0	0	3	0	5	2	0	5	1	6	1	0	2	0	0	0	0
"dlbcl_mc_f606_dmj"	0.4748	3	FALSE	2	0	0	0	0	1	0	8	1	5	2	1	0	0	0	0	0	0	0	0	0	1
"dlbcl_mc_f815_bat"	0.4864	2	TRUE	2	3	0	0	0	0	0	6	0	5	2	0	1	4	7	0	0	1	2	2	3	0
"dlbcl_ls3615"	0.4986	2	TRUE	2	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0
"dlbcl_ricover_384"	0.521	3	FALSE	2	0	0	0	0	0	0	15	0	2	4	7	2	0	2	0	0	0	0	1	0	1
"dlbcl_mc_f362_mjb1"	0.525	2	TRUE	2	0	0	0	0	0	0	8	1	3	4	0	0	0	2	0	0	0	0	0	2	1
"dlbcl_ricover_269"	0.5356	2	TRUE	2	0	0	0	0	0	0	7	0	5	2	0	0	4	4	1	0	2	0	0	0	0
"dlbcl_ricover_111"	0.5382	2	TRUE	2	0	0	2	0	0	0	3	0	0	2	2	0	0	0	1	0	2	0	1	1	0
"dlbcl_c_d_1162_nullpair"	0.5466	2	TRUE	2	0	0	0	0	0	0	2	0	0	2	2	1	2	3	0	0	0	0	0	0	0
"dlbcl_c_d_1141_nullpair"	0.5684	2	TRUE	2	0	0	2	0	2	0	6	0	5	4	2	0	0	0	2	0	3	0	2	0	0
"dlbcl_ricover_320"	0.5714	2	TRUE	2	0	0	0	0	1	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0
"dlbcl_ls155"	0.5722	5	FALSE	2	0	0	0	0	0	0	0	0	5	2	2	4	4	10	0	0	0	0	0	0	0
"dlbcl_ricover_1046"	0.5846	3	FALSE	2	0	0	0	0	0	0	12	3	3	4	1	0	0	0	1	0	3	0	0	0	0
"dlbcl_ricover_216"	0.592	4	FALSE	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0
"dlbcl_ls1395"	0.6526	2	TRUE	2	0	0	0	0	0	0	6	3	4	4	0	0	2	2	0	0	0	0	0	0	0
"dlbcl_mc_f344_cjs"	0.677	2	TRUE	2	0	0	0	0	0	0	6	0	5	4	5	0	6	8	0	0	0	2	1	2	0
"dlbcl_ricover_469"	0.6924	2	TRUE	2	0	0	2	2	0	0	2	0	5	4	2	0	0	0	0	0	0	0	0	0	0
"dlbcl_ls4616"	0.7652	2	TRUE	2	0	0	0	0	0	0	6	3	5	4	0	0	4	4	0	0	0	0	0	0	0
"dlbcl_c_d_1113_nullpair"	0.7884	2	TRUE	2	0	0	0	0	0	0	2	0	0	2	2	0	0	0	0	0	0	0	1	0	0
"dlbcl_ricover_463"	0.8244	2	TRUE	2	0	0	0	0	0	0	3	0	0	2	2	0	2	2	0	0	0	0	1	0	0
"dlbcl_mc_f358_wds"	0.8314	2	TRUE	2	0	0	0	0	0	0	3	0	5	4	3	4	0	4	0	0	0	0	0	0	0
"dlbcl_ls1620"	0.882	2	TRUE	2	0	0	0	0	0	0	1	0	5	6	5	0	0	0	0	0	0	0	0	0	0
"dlbcl_ls297"	0.8832	2	TRUE	2	0	0	0	0	0	0	4	0	5	4	3	2	2	6	0	0	1	0	0	0	0
"dlbcl_c_d_1127_nullpair"	0.9782	2	TRUE	2	0	0	0	0	0	0	4	0	5	4	3	0	0	0	0	0	0	0	0	0	0
"dlbcl_mc_f210_gwc"	0.2714	5	FALSE	3	0	0	0	0	0	0	7	0	0	0	0	2	2	4	1	0	1	0	1	0	0
"dlbcl_ls4054"	0.3018	2	FALSE	3	0	0	0	0	0	0	3	0	0	0	0	0	2	2	0	0	0	0	0	0	1
"dlbcl_c_d_1131_nullpair"	0.3394	3	TRUE	3	0	0	2	0	0	0	11	2	0	2	0	0	0	0	0	2	0	0	0	4	0
"dlbcl_ricover_1072"	0.3856	3	TRUE	3	0	0	0	0	0	0	19	0	0	0	0	2	4	8	0	0	1	2	1	2	1
"dlbcl_c_d_1118_nullpair"	0.3878	3	TRUE	3	0	3	0	0	0	0	11	0	0	0	0	0	0	2	0	0	0	0	2	1	1
"dlbcl_ricover_1169"	0.4634	3	TRUE	3	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"dlbcl_ls3204"	0.464	3	TRUE	3	0	0	0	2	1	3	12	0	0	0	0	2	2	4	0	0	0	0	1	0	0
"dlbcl_ricover_822"	0.4734	3	TRUE	3	0	0	0	0	0	0	10	2	0	2	0	2	0	2	2	0	6	0	1	0	1
"dlbcl_ls88"	0.4854	3	TRUE	3	0	0	0	0	0	0	10	3	3	0	0	0	0	0	0	0	3	0	0	0	1
"dlbcl_c_d_1111_nullpair"	0.4972	2	FALSE	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"dlbcl_ls1921"	0.5034	3	TRUE	3	0	0	0	0	1	0	20	1	3	0	2	2	4	8	0	0	0	0	2	0	0
"dlbcl_ls2328"	0.5036	3	TRUE	3	0	0	0	2	1	0	16	3	3	4	3	4	0	4	0	0	0	0	0	0	0
"dlbcl_mc_f990_mna"	0.5036	4	FALSE	3	0	0	1	0	0	3	23	1	0	0	0	0	2	2	0	2	3	0	1	6	1
"dlbcl_c_d_1135_nullpair"	0.504	3	TRUE	3	0	3	0	3	1	0	15	2	0	2	1	6	0	6	1	0	4	0	0	0	0
"dlbcl_ls2089"	0.521	3	TRUE	3	0	0	0	0	0	3	18	3	0	0	0	0	0	0	2	2	5	0	0	4	0
"dlbcl_ls2258"	0.5244	3	TRUE	3	0	0	0	0	0	0	9	3	0	0	0	0	0	0	0	0	0	0	0	0	0
"dlbcl_ricover_780"	0.5278	3	TRUE	3	0	0	0	0	0	0	14	3	2	2	2	2	2	4	0	0	3	0	2	0	0
"dlbcl_mc_f959_erm"	0.5314	3	TRUE	3	0	3	0	3	0	3	15	2	0	2	0	2	0	2	2	2	6	0	2	2	0
"dlbcl_ricover_1165"	0.5448	4	FALSE	3	0	0	0	0	0	0	6	3	0	2	0	0	0	0	0	0	2	2	0	2	0
"dlbcl_mc_f729_man"	0.5546	3	TRUE	3	0	0	0	0	0	0	7	2	0	1	0	1	0	1	0	0	1	0	0	0	1
"dlbcl_ricover_533"	0.584	3	TRUE	3	0	0	0	0	1	3	21	0	0	0	2	0	6	6	1	0	2	0	1	0	0
"dlbcl_ricover_1060"	0.6054	4	FALSE	3	0	0	0	2	0	0	4	0	0	0	0	0	0	0	1	0	3	0	0	0	0
"dlbcl_c_d_1108_nullpair"	0.6138	3	TRUE	3	0	0	0	0	1	3	11	2	0	0	0	0	0	1	1	0	6	0	0	0	0
"dlbcl_ricover_839"	0.6404	3	TRUE	3	0	0	0	0	1	0	8	3	0	0	0	0	2	2	0	0	0	0	0	0	1
"dlbcl_mc_f089_hcz"	0.6562	3	TRUE	3	0	0	0	0	1	0	16	2	2	2	0	0	4	4	0	0	1	0	0	2	1
"dlbcl_ls3309"	0.6638	3	TRUE	3	0	0	0	0	0	3	23	3	5	4	3	0	0	0	0	0	2	0	1	0	0
"dlbcl_ricover_299"	0.6806	3	TRUE	3	0	0	0	0	1	3	26	1	5	4	2	0	0	0	1	0	3	0	2	1	1
"dlbcl_ricover_335"	0.6832	3	TRUE	3	0	0	0	0	1	3	22	3	0	0	0	4	4	8	0	0	1	0	2	0	1
"dlbcl_ricover_623"	0.6984	3	TRUE	3	0	0	0	0	1	0	14	1	0	2	0	0	0	4	0	0	2	0	2	0	0
"dlbcl_ricover_253"	0.7294	3	TRUE	3	0	3	0	0	0	3	27	3	0	2	0	0	0	0	0	0	1	0	1	0	1
"dlbcl_mc_f739_ama3"	0.734	3	TRUE	3	0	0	0	0	2	3	24	3	5	4	2	3	2	5	1	0	2	0	0	0	1
"dlbcl_ricover_126"	0.7908	3	TRUE	3	0	0	0	0	2	3	20	3	5	2	2	0	0	0	0	0	1	0	2	0	1
"dlbcl_ricover_1235"	0.7936	3	TRUE	3	0	0	2	0	2	3	21	3	5	3	1	0	0	2	1	0	1	0	2	0	0
"dlbcl_ricover_174"	0.7948	3	TRUE	3	0	0	2	2	1	3	21	3	0	0	1	0	0	0	0	0	1	0	0	0	0
"dlbcl_ls3749"	0.816	3	TRUE	3	0	0	0	0	1	3	22	0	0	0	1	2	0	4	0	0	2	0	2	0	1
"dlbcl_ls146"	0.8518	3	TRUE	3	0	0	2	0	1	3	21	3	0	0	1	0	2	2	1	0	5	0	2	0	0
"dlbcl_mayo_dlbcl_7359"	0.8536	3	TRUE	3	0	0	0	3	1	3	21	3	0	0	0	1	0	3	1	0	6	0	2	0	0
"dlbcl_ricover_288"	0.9498	3	TRUE	3	0	0	0	0	1	3	19	2	0	0	0	2	0	3	0	0	1	0	2	0	1
"dlbcl_c_d_1140_nullpair"	0.3532	4	TRUE	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
"dlbcl_ricover_506"	0.383	4	TRUE	4	0	0	0	0	0	0	11	0	0	0	1	0	0	0	1	0	5	0	1	2	1
"dlbcl_ricover_1190"	0.406	4	TRUE	4	0	3	0	0	0	0	2	0	0	2	0	0	0	0	1	0	4	0	0	0	0
"dlbcl_ricover_850"	0.4246	4	TRUE	4	0	0	0	0	1	0	7	0	0	0	0	0	0	2	0	0	2	2	1	6	0
"dlbcl_c_d_1105_nullpair"	0.4318	1	FALSE	4	0	0	4	0	0	0	4	1	0	2	0	1	0	1	0	0	2	0	0	2	0
"dlbcl_ricover_215"	0.4904	4	TRUE	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0
"dlbcl_ls2208"	0.4932	2	FALSE	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0
"dlbcl_ricover_467"	0.4984	3	FALSE	4	3	0	0	3	0	3	12	3	0	2	0	0	0	0	2	0	8	0	0	6	0
"dlbcl_c_d_1120_nullpair"	0.5152	4	TRUE	4	0	0	0	0	0	0	3	0	0	2	0	0	0	0	1	0	2	0	0	2	0
"dlbcl_ricover_1032"	0.5162	4	TRUE	4	0	0	0	0	0	0	11	3	0	0	0	2	2	4	0	2	4	0	0	6	0
"dlbcl_ricover_431"	0.5278	4	TRUE	4	0	0	0	0	0	0	6	0	0	0	0	2	2	8	0	2	3	0	0	4	0
"dlbcl_ricover_173"	0.5546	4	TRUE	4	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2	0	0	0	6	0
"dlbcl_mc_f089_mlb"	0.5612	4	TRUE	4	0	0	0	0	0	0	1	0	0	0	0	2	0	2	0	0	4	0	0	0	0
"dlbcl_ricover_1106"	0.583	4	TRUE	4	0	0	0	0	0	0	5	0	0	0	0	4	0	8	2	2	8	0	0	6	0
"dlbcl_ricover_585"	0.5868	4	TRUE	4	0	3	0	3	0	0	5	0	0	0	0	0	2	3	1	2	7	0	0	6	1
"dlbcl_ricover_704"	0.5896	4	TRUE	4	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	2	0
"dlbcl_ricover_763"	0.601	4	TRUE	4	0	0	0	0	0	0	9	1	0	0	0	0	2	2	1	0	4	0	0	2	0
"dlbcl_ls1683"	0.6066	4	TRUE	4	0	0	0	0	0	0	6	2	0	2	0	0	2	2	2	0	6	0	1	2	0
"dlbcl_ricover_583"	0.6234	4	TRUE	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	5	0	0	0	0
"dlbcl_ricover_1287"	0.6304	4	TRUE	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	0	0	0	0
"dlbcl_c_d_1163_nullpair"	0.632	4	TRUE	4	0	0	0	0	0	0	0	0	0	0	0	2	2	6	0	2	2	0	0	8	0
"dlbcl_c_d_1144_nullpair"	0.6392	4	TRUE	4	0	0	0	0	0	0	1	2	0	0	0	1	2	3	1	0	3	0	0	4	0
"dlbcl_c_d_1142_nullpair"	0.6584	4	TRUE	4	0	0	0	0	0	0	3	1	0	0	0	0	2	2	2	0	6	0	0	0	0
"dlbcl_ricover_1248"	0.6658	4	TRUE	4	0	3	2	0	0	0	6	0	0	0	0	0	2	2	2	2	9	0	0	4	0
"dlbcl_mc_f519_alt"	0.6714	4	TRUE	4	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	5	0	0	2	1
"dlbcl_ricover_685"	0.687	4	TRUE	4	0	0	0	0	0	0	6	0	0	0	0	0	0	2	0	2	1	0	0	8	0
"dlbcl_ls1304"	0.696	4	TRUE	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	4	0
"dlbcl_c_d_1104_nullpair"	0.735	4	TRUE	4	0	0	0	0	0	0	4	3	0	0	0	0	0	0	1	2	3	0	0	4	0
"dlbcl_ricover_773"	0.7588	4	TRUE	4	0	0	0	0	0	0	4	0	0	4	0	0	0	0	1	2	3	0	0	4	0
"dlbcl_mc_f339_jps2"	0.7796	4	TRUE	4	0	0	0	5	0	0	2	0	0	0	0	1	0	1	1	0	4	0	0	4	0
"dlbcl_ls4085"	0.7876	4	TRUE	4	0	0	0	0	0	0	4	0	0	2	0	0	0	1	1	0	4	0	0	2	0
"dlbcl_ricover_712"	0.7918	4	TRUE	4	0	0	0	0	0	0	2	0	0	0	0	2	0	2	1	0	5	0	0	2	0
"dlbcl_ricover_99"	0.9002	4	TRUE	4	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	4	2	0	4	0
"dlbcl_ricover_720"	0.9014	4	TRUE	4	0	3	0	0	0	0	6	0	0	0	0	0	0	0	1	2	6	0	0	6	0
"dlbcl_ricover_134"	0.917	4	TRUE	4	0	0	0	0	0	0	5	1	0	2	0	0	2	2	2	2	8	0	0	4	0
"dlbcl_ricover_417"	0.918	4	TRUE	4	3	0	0	0	0	0	4	0	0	0	0	0	0	0	1	2	3	0	0	6	0
"dlbcl_c_d_1125_nullpair"	0.984	4	TRUE	4	0	0	0	0	0	0	3	0	1	0	0	0	0	2	1	2	6	0	0	6	0
"dlbcl_ls1899"	0.3678	1	FALSE	5	0	0	0	0	0	0	2	0	0	0	0	1	2	7	0	0	0	0	0	0	0
"dlbcl_ricover_1081"	0.3758	1	FALSE	5	0	0	2	2	0	0	3	0	0	4	1	1	2	7	0	0	0	0	0	2	0
"dlbcl_ricover_408"	0.397	3	FALSE	5	0	0	0	0	2	0	7	0	0	0	2	0	2	4	0	0	2	0	2	0	0
"dlbcl_ls951"	0.4012	5	TRUE	5	0	0	0	2	1	0	5	0	0	0	1	0	6	6	0	0	0	0	1	0	0
"dlbcl_ricover_711"	0.4166	1	FALSE	5	0	3	0	0	0	0	11	1	0	0	0	6	2	10	0	0	0	0	2	0	0
"dlbcl_ricover_338"	0.4378	1	FALSE	5	0	0	0	2	0	0	1	0	0	0	0	0	4	8	0	0	0	0	0	0	0
"dlbcl_c_d_1138_nullpair"	0.4422	2	FALSE	5	0	0	0	0	0	0	3	0	0	0	4	4	0	4	1	0	4	0	0	0	0
"dlbcl_ricover_597"	0.4432	4	FALSE	5	0	0	0	0	0	0	4	1	0	0	0	8	2	12	1	2	2	0	0	6	0
"dlbcl_mayo_dlbcl_3653"	0.4454	4	FALSE	5	0	0	0	0	0	0	1	0	0	0	0	0	3	3	0	0	0	0	0	2	0
"dlbcl_ricover_361"	0.4664	5	TRUE	5	0	0	0	0	0	0	0	0	0	0	0	0	6	8	0	0	0	0	0	0	0
"dlbcl_c_d_1151_nullpair"	0.4724	5	TRUE	5	0	3	0	2	1	0	3	3	0	0	4	3	8	13	0	0	0	0	0	1	0
"dlbcl_ricover_148"	0.4802	5	TRUE	5	0	0	0	0	0	0	5	1	0	0	0	0	6	8	0	0	0	0	0	0	0
"dlbcl_c_d_1148_nullpair"	0.4874	5	TRUE	5	0	3	0	5	0	0	4	0	0	0	4	2	9	12	0	0	0	0	2	0	0
"dlbcl_ricover_1018"	0.5096	3	FALSE	5	0	0	0	0	0	3	18	1	0	0	1	5	6	13	0	0	3	0	1	0	0
"dlbcl_ricover_342"	0.5262	2	FALSE	5	0	0	0	0	0	0	1	0	0	0	2	0	2	4	0	0	0	0	0	0	0
"dlbcl_ricover_617"	0.5342	5	TRUE	5	0	0	2	2	1	0	5	0	0	0	2	4	2	10	0	0	0	0	2	0	0
"dlbcl_ricover_102"	0.538	1	FALSE	5	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0
"dlbcl_ls2590"	0.5406	5	TRUE	5	0	0	0	0	0	0	2	0	0	2	0	3	4	11	0	0	1	0	0	0	0
"dlbcl_ricover_866"	0.5722	2	FALSE	5	0	0	0	0	0	0	10	0	5	6	8	6	8	20	0	0	0	0	2	0	0
"dlbcl_ricover_274"	0.5762	5	TRUE	5	0	0	0	0	0	0	6	2	0	0	0	10	2	14	0	2	0	0	0	2	0
"dlbcl_ls3387"	0.6414	2	FALSE	5	0	0	1	2	0	0	2	0	5	2	4	10	4	16	0	0	0	0	0	0	0
"dlbcl_c_d_1153_nullpair"	0.6622	5	TRUE	5	0	0	0	0	0	0	7	0	0	0	0	8	2	10	1	0	2	0	0	0	0
"dlbcl_ricover_701"	0.6912	5	TRUE	5	0	0	1	0	0	0	0	0	0	0	0	2	6	10	0	0	0	0	0	0	0
"dlbcl_mc_f139_ljf"	0.694	5	TRUE	5	0	0	0	2	1	0	6	0	0	2	0	4	14	23	0	0	0	0	1	2	0
"dlbcl_ls3499"	0.7128	5	TRUE	5	0	0	0	2	0	0	3	0	0	0	0	5	2	7	0	0	0	0	2	0	0
"dlbcl_ricover_1138"	0.7184	5	TRUE	5	0	0	2	4	0	0	2	0	0	0	0	4	12	17	0	0	0	0	0	0	0
"dlbcl_ricover_1247"	0.7538	5	TRUE	5	0	0	0	0	0	0	0	0	0	0	0	3	4	9	0	0	0	0	0	2	0
"dlbcl_c_d_1109_nullpair"	0.802	5	TRUE	5	0	0	0	4	0	0	1	0	0	0	0	5	2	8	0	0	0	0	1	0	0
"dlbcl_ls3271"	0.8766	5	TRUE	5	0	0	0	0	0	0	1	0	0	0	0	7	6	17	0	0	0	0	0	2	0
"dlbcl_ricover_985"	0.8778	5	TRUE	5	0	0	0	0	0	0	5	0	0	0	0	0	8	11	0	0	0	0	1	0	0
