"maxVal"	"cluster"	"correct"	"trueCluster"	"X21Q.AMP"	"SUM.CNAS.C2"	"SUMCNAS.C5"	"X2P16.1.AMP"	"X9P21.3.DEL"	"X18Q.AMP"	"B2M.CD70.PD1.FAS.COM"	"BCL2.COMP"	"TP53.BIALLELIC"	"PI3K.MOD"	"BLC10.NOTCH2.A20.SPEN"	"CHROM.MOD.ENZYMES"	"HIST.COMP"	"NFKBALT.RASALT.JAK.STAT.ALT.RHOA.SGK1.KLH6.CD58.CD83"	"SUMC4.MUT"	"MYD88.L265"	"MYD88.OTHER"	"CD79B.MYD88.TBL1XR1.BLIMP.ETV6.ZC3H12A"
"dlbcl_ricover_978"	0.875303626060486	1	FALSE	2	0	7	1	1	0	0	2	0	0	2	6	4	4	0	6	0	0	0
"dlbcl_c_d_1123_nullpair"	0.878262102603912	1	TRUE	1	0	6	1	0	0	0	2	0	0	0	4	0	2	0	4	0	0	0
"dlbcl_ricover_694"	0.881102800369263	1	TRUE	1	0	0	0	0	0	0	2	0	0	0	0	0	2	0	2	0	0	0
"dlbcl_c_d_1114_nullpair"	0.888511955738068	1	TRUE	1	0	2	0	0	0	0	2	0	0	0	0	0	4	0	4	0	2	2
"dlbcl_ricover_1144"	0.890662252902985	1	TRUE	1	0	1	0	0	0	0	2	0	0	0	2	0	2	2	6	2	2	4
"dlbcl_c_d_1128_nullpair"	0.899226725101471	1	TRUE	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
"dlbcl_c_d_1132_nullpair"	0.90044367313385	1	TRUE	1	0	1	0	0	0	0	2	0	0	0	2	0	0	2	5	0	0	0
"dlbcl_ls2595"	0.900834083557129	1	TRUE	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
"dlbcl_ls2978"	0.912005126476288	1	TRUE	1	0	6	0	2	0	0	4	0	2	0	0	0	4	0	4	0	2	2
"dlbcl_c_d_1130_nullpair"	0.914357781410217	1	TRUE	1	0	6	0	0	0	0	2	0	0	0	4	1	2	0	2	0	0	0
"dlbcl_mc_f132_mlm"	0.924070656299591	1	TRUE	1	0	1	0	0	0	0	0	0	0	0	4	0	2	2	4	0	2	4
"dlbcl_ricover_290"	0.933538973331451	1	TRUE	1	0	2	1	1	0	0	4	0	0	0	3	1	2	0	2	0	2	2
"dlbcl_ricover_910"	0.327084839344025	2	FALSE	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0
"dlbcl_ls762"	0.38327693939209	2	TRUE	2	0	0	2	0	0	1	0	0	0	0	0	2	0	2	2	0	0	0
"dlbcl_ricover_111"	0.431761294603348	2	TRUE	2	0	3	2	1	0	1	0	0	0	2	2	2	0	0	0	0	0	1
"dlbcl_ricover_342"	0.473404049873352	2	FALSE	5	0	1	0	0	0	0	0	0	0	2	0	0	0	2	4	0	0	0
"dlbcl_ls155"	0.494590580463409	2	TRUE	2	0	0	0	0	0	0	0	2	0	2	0	2	4	4	10	0	0	0
"dlbcl_ls4593"	0.509904086589813	2	TRUE	2	0	7	0	0	0	0	0	0	0	1	0	2	4	0	4	0	0	0
"dlbcl_ricover_269"	0.54449588060379	2	TRUE	2	0	7	2	0	0	1	0	2	0	0	0	2	0	4	4	0	0	0
"dlbcl_mayo_dlbcl_234"	0.569682061672211	2	TRUE	2	0	2	0	2	0	0	0	0	0	2	2	4	4	2	6	0	0	4
"dlbcl_mc_f606_dmj"	0.571325600147247	2	TRUE	2	1	8	0	0	1	0	0	2	1	1	0	2	0	0	0	0	0	0
"dlbcl_mc_f815_bat"	0.643286347389221	2	TRUE	2	0	6	1	2	0	0	0	2	0	0	0	2	1	4	7	0	2	3
"dlbcl_c_d_1138_nullpair"	0.684835612773895	2	FALSE	5	0	3	4	0	0	1	0	0	0	4	0	0	4	0	4	0	0	0
"dlbcl_ricover_866"	0.79490339756012	2	FALSE	5	0	10	0	2	0	0	0	2	0	8	0	6	6	8	20	0	0	0
"dlbcl_ls3615"	0.827302634716034	2	TRUE	2	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
"dlbcl_ls4616"	0.847931444644928	2	TRUE	2	0	6	0	0	0	0	0	2	3	0	0	4	0	4	4	0	0	0
"dlbcl_ricover_384"	0.851112961769104	2	TRUE	2	0	15	0	1	1	0	0	2	0	7	0	4	2	0	2	0	0	0
"dlbcl_c_d_1141_nullpair"	0.865509390830994	2	TRUE	2	2	6	3	2	0	2	0	2	0	2	2	4	0	0	0	0	0	0
"dlbcl_c_d_1162_nullpair"	0.869538426399231	2	TRUE	2	0	2	0	0	0	0	0	0	0	2	0	2	1	2	3	0	0	0
"dlbcl_ls1098"	0.881536245346069	2	TRUE	2	0	2	1	0	0	0	2	1	0	2	0	4	2	2	4	0	0	0
"dfcidl009_dt"	0.882947504520416	2	TRUE	2	1	6	1	1	0	0	0	1	0	2	0	2	0	0	0	0	0	0
"dlbcl_ricover_469"	0.887666404247284	2	TRUE	2	0	2	0	0	0	0	2	2	0	2	2	4	0	0	0	0	0	0
"dlbcl_c_d_1113_nullpair"	0.902539968490601	2	TRUE	2	0	2	0	1	0	0	0	0	0	2	0	2	0	0	0	0	0	0
"dlbcl_ricover_463"	0.90405547618866	2	TRUE	2	0	3	0	1	0	0	0	0	0	2	0	2	0	2	2	0	0	0
"dlbcl_ls297"	0.923550009727478	2	TRUE	2	0	4	1	0	0	0	0	2	0	3	0	4	2	2	6	0	0	0
"dlbcl_ls1620"	0.924414217472076	2	TRUE	2	0	1	0	0	0	0	0	2	0	5	0	6	0	0	0	0	0	0
"dlbcl_ls843"	0.926734924316406	2	TRUE	2	0	6	0	1	0	0	0	2	0	2	0	6	0	2	4	0	0	2
"dlbcl_ls2305"	0.927687346935272	2	TRUE	2	0	10	0	1	0	0	2	2	1	5	0	2	3	0	5	0	0	0
"dlbcl_mc_f358_wds"	0.929155468940735	2	TRUE	2	0	3	0	0	0	0	0	2	0	3	0	4	4	0	4	0	0	0
"dlbcl_ricover_577"	0.931450963020325	2	TRUE	2	0	3	4	0	0	2	0	0	0	3	2	6	2	0	2	0	0	0
"dlbcl_mc_f344_cjs"	0.936175346374512	2	TRUE	2	0	6	0	1	0	0	0	2	0	5	0	4	0	6	8	0	2	2
"dlbcl_c_d_1127_nullpair"	0.938646972179413	2	TRUE	2	0	4	0	0	0	0	0	2	0	3	0	4	0	0	0	0	0	0
"dlbcl_ls4619"	0.381326466798782	3	FALSE	2	0	6	0	1	1	0	0	2	0	0	0	0	2	2	4	0	0	2
"dlbcl_ricover_197"	0.419030070304871	3	FALSE	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
"dlbcl_ls1395"	0.499449610710144	3	FALSE	2	0	6	0	0	0	0	0	1	3	0	0	4	0	2	2	0	0	0
"dlbcl_ricover_148"	0.510705649852753	3	FALSE	5	0	5	0	0	0	0	0	0	1	0	0	0	0	6	8	0	0	0
"dlbcl_ricover_320"	0.517894983291626	3	FALSE	2	1	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
"dlbcl_mc_f927_jhs"	0.522655248641968	3	FALSE	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"dlbcl_ricover_763"	0.549953818321228	3	FALSE	4	0	9	4	0	0	1	0	0	1	0	0	0	0	2	2	0	0	2
"dfcidl008_dt"	0.570797920227051	3	FALSE	4	0	3	0	0	2	0	0	0	0	0	0	2	0	2	2	0	0	2
"dlbcl_ricover_1165"	0.579762995243073	3	TRUE	3	0	6	2	0	0	0	0	0	3	0	0	2	0	0	0	0	2	2
"dlbcl_c_d_1111_nullpair"	0.580873191356659	3	TRUE	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"dlbcl_ricover_678"	0.582099378108978	3	TRUE	3	0	4	3	0	0	2	0	0	3	0	2	0	0	0	0	0	0	0
"dlbcl_ls4054"	0.594655930995941	3	TRUE	3	0	3	0	0	1	0	0	0	0	0	0	0	0	2	2	0	0	0
"dlbcl_ricover_1032"	0.617051243782043	3	FALSE	4	0	11	4	0	0	0	0	0	3	0	0	0	2	2	4	2	0	6
"dlbcl_c_d_1108_nullpair"	0.625017821788788	3	TRUE	3	1	8	6	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0
"dlbcl_c_d_1146_nullpair"	0.640023708343506	3	FALSE	1	0	6	0	2	0	0	1	0	0	0	0	0	1	2	5	0	0	0
"dlbcl_c_d_1106_nullpair"	0.650601625442505	3	FALSE	1	0	9	2	0	1	0	0	0	0	0	4	0	2	0	2	0	0	0
"dlbcl_ricover_1210"	0.651749849319458	3	TRUE	3	2	8	0	0	0	0	0	0	3	0	0	4	2	2	4	0	0	0
"dlbcl_ls3204"	0.67319267988205	3	TRUE	3	1	9	0	1	0	0	2	0	0	0	0	0	2	2	4	0	0	0
"dlbcl_mc_f362_mjb1"	0.679793655872345	3	FALSE	2	0	8	0	0	1	0	0	0	1	0	0	4	0	0	2	0	0	2
"dlbcl_ls2245"	0.680287182331085	3	FALSE	2	0	11	1	1	0	0	2	2	1	0	0	4	0	4	4	0	0	0
"dlbcl_ricover_1018"	0.69174063205719	3	FALSE	5	0	15	3	1	0	0	0	0	1	1	0	0	5	6	13	0	0	0
"dlbcl_c_d_1131_nullpair"	0.701415538787842	3	TRUE	3	0	11	0	0	0	0	0	0	2	0	2	2	0	0	0	2	0	4
"dlbcl_ls2325"	0.70470929145813	3	FALSE	2	0	10	2	0	0	1	0	2	0	2	2	0	2	0	2	0	0	0
"dlbcl_ls1668"	0.711881160736084	3	TRUE	3	0	18	3	2	1	1	0	2	3	1	2	2	6	2	12	0	0	0
"dlbcl_mc_f210_gwc"	0.712659597396851	3	TRUE	3	0	7	1	1	0	1	0	0	0	0	0	0	2	2	4	0	0	0
"dlbcl_ls2089"	0.755803763866425	3	TRUE	3	0	15	5	0	0	2	0	0	3	0	0	0	0	0	0	2	0	4
"dlbcl_ricover_440"	0.765167236328125	3	FALSE	2	0	15	1	1	1	0	0	2	2	3	0	2	0	2	2	0	0	0
"dlbcl_dfci_dlbcl_goe05"	0.7776899933815	3	TRUE	3	1	5	3	0	0	1	0	0	3	0	0	2	0	0	0	2	0	2
"dlbcl_ls2328"	0.793024182319641	3	TRUE	3	1	16	0	0	0	0	2	0	3	3	0	4	4	0	4	0	0	0
"dlbcl_ricover_1169"	0.795388460159302	3	TRUE	3	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"dlbcl_ricover_822"	0.805200815200806	3	TRUE	3	0	10	6	1	1	2	0	0	2	0	0	2	2	0	2	0	0	0
"dlbcl_ricover_174"	0.813427090644836	3	TRUE	3	1	18	1	0	0	0	2	0	3	1	2	0	0	0	0	0	0	0
"dlbcl_ricover_408"	0.816517412662506	3	FALSE	5	2	7	2	2	0	0	0	0	0	2	0	0	0	2	4	0	0	0
"dlbcl_ls88"	0.823556005954742	3	TRUE	3	0	10	3	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0
"dlbcl_mc_f990_mna"	0.839150726795197	3	TRUE	3	0	20	3	1	1	0	0	0	1	0	1	0	0	2	2	2	0	6
"dlbcl_ricover_126"	0.847936928272247	3	TRUE	3	2	17	1	2	1	0	0	2	3	2	0	2	0	0	0	0	0	0
"dlbcl_mc_f959_erm"	0.84992241859436	3	TRUE	3	0	12	6	2	0	2	0	0	2	0	0	2	2	0	2	2	0	2
"dlbcl_ricover_780"	0.852165877819061	3	TRUE	3	0	14	3	2	0	0	0	2	3	2	0	2	2	2	4	0	0	0
"dlbcl_ricover_299"	0.85741651058197	3	TRUE	3	1	23	3	2	1	1	0	2	1	2	0	4	0	0	0	0	0	1
"dlbcl_mc_f729_man"	0.858901977539062	3	TRUE	3	0	7	1	0	1	0	0	0	2	0	0	1	1	0	1	0	0	0
"dlbcl_dfci_dlbcl_goe07"	0.860239148139954	3	TRUE	3	1	7	2	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0
"dlbcl_ricover_1235"	0.860296726226807	3	TRUE	3	2	18	1	2	0	1	0	2	3	1	2	3	0	0	2	0	0	0
"dlbcl_ricover_325"	0.862226605415344	3	TRUE	3	0	7	1	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0
"dlbcl_ricover_1072"	0.867276966571808	3	TRUE	3	0	19	1	1	1	0	0	0	0	0	0	0	2	4	8	0	2	2
"dlbcl_mc_f089_hcz"	0.869421899318695	3	TRUE	3	1	16	1	0	1	0	0	2	2	0	0	2	0	4	4	0	0	2
"dlbcl_ricover_335"	0.875554263591766	3	TRUE	3	1	19	1	2	1	0	0	0	3	0	0	0	4	4	8	0	0	0
"dlbcl_mc_f739_ama3"	0.877514183521271	3	TRUE	3	2	21	2	0	1	1	0	2	3	2	0	4	3	2	5	0	0	0
"dlbcl_c_d_1118_nullpair"	0.879192173480988	3	TRUE	3	0	11	0	2	1	0	0	0	0	0	0	0	0	0	2	0	0	1
"dlbcl_ricover_533"	0.879614114761353	3	TRUE	3	1	18	2	1	0	1	0	0	0	2	0	0	0	6	6	0	0	0
"dlbcl_ricover_288"	0.88512259721756	3	TRUE	3	1	16	1	2	1	0	0	0	2	0	0	0	2	0	3	0	0	0
"dlbcl_c_d_1135_nullpair"	0.886603772640228	3	TRUE	3	1	15	4	0	0	1	0	0	2	1	0	2	6	0	6	0	0	0
"dlbcl_ls146"	0.887128353118896	3	TRUE	3	1	18	5	2	0	1	0	0	3	1	2	0	0	2	2	0	0	0
"dlbcl_c_d_1152_nullpair"	0.887877643108368	3	TRUE	3	0	17	1	1	1	0	0	0	1	3	0	0	0	2	2	0	0	2
"dlbcl_mayo_dlbcl_7359"	0.891511023044586	3	TRUE	3	1	18	6	2	0	1	0	0	3	0	0	0	1	0	3	0	0	0
"dlbcl_ls2258"	0.898723125457764	3	TRUE	3	0	9	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
"dlbcl_ricover_623"	0.90236222743988	3	TRUE	3	1	14	2	2	0	0	0	0	1	0	0	2	0	0	4	0	0	0
"dlbcl_ricover_1046"	0.90339469909668	3	FALSE	2	0	12	3	0	0	1	0	0	3	1	0	4	0	0	0	0	0	0
"dfcidl003_dt"	0.905091166496277	3	TRUE	3	1	21	1	2	1	0	0	0	3	3	0	2	0	2	2	0	0	0
"dlbcl_ls1921"	0.906853795051575	3	TRUE	3	1	20	0	2	0	0	0	0	1	2	0	0	2	4	8	0	0	0
"dlbcl_ricover_839"	0.907469034194946	3	TRUE	3	1	8	0	0	1	0	0	0	3	0	0	0	0	2	2	0	0	0
"dlbcl_ls3309"	0.907865762710571	3	TRUE	3	0	20	2	1	0	0	0	2	3	3	0	4	0	0	0	0	0	0
"dlbcl_ricover_208"	0.910554647445679	3	FALSE	2	0	13	0	0	1	0	0	1	3	1	0	0	0	2	2	0	0	0
"dlbcl_ricover_253"	0.912958741188049	3	TRUE	3	0	24	1	1	1	0	0	0	3	0	0	2	0	0	0	0	0	0
"dlbcl_ls3749"	0.92826521396637	3	TRUE	3	1	19	2	2	1	0	0	0	0	1	0	0	2	0	4	0	0	0
"dlbcl_ricover_105"	0.431854009628296	4	TRUE	4	0	4	3	0	1	1	0	0	1	0	2	0	0	0	0	0	0	0
"dlbcl_ricover_431"	0.497335940599442	4	TRUE	4	0	6	3	0	0	0	0	0	0	0	0	0	2	2	8	2	0	4
"dlbcl_ls3809"	0.542514801025391	4	FALSE	1	1	3	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	4
"dlbcl_ricover_506"	0.676757395267487	4	TRUE	4	0	11	5	1	1	1	0	0	0	1	0	0	0	0	0	0	0	2
"dlbcl_c_d_1140_nullpair"	0.72223424911499	4	TRUE	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
"dlbcl_ricover_850"	0.741835594177246	4	TRUE	4	1	7	2	1	0	0	0	0	0	0	0	0	0	0	2	0	2	6
"dlbcl_c_d_1120_nullpair"	0.778962731361389	4	TRUE	4	0	3	2	0	0	1	0	0	0	0	0	2	0	0	0	0	0	2
"dlbcl_ls148"	0.787058889865875	4	TRUE	4	0	2	2	0	0	2	0	0	0	0	0	0	0	2	2	0	0	3
"dlbcl_mc_f339_jps2"	0.78889399766922	4	TRUE	4	0	2	4	0	0	1	2	0	0	0	0	0	1	0	1	0	0	4
"dlbcl_ricover_704"	0.796770334243774	4	TRUE	4	0	1	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
"dlbcl_c_d_1142_nullpair"	0.814458012580872	4	TRUE	4	0	3	6	0	0	2	0	0	1	0	0	0	0	2	2	0	0	0
"dlbcl_mc_f089_mlb"	0.816460072994232	4	TRUE	4	0	1	4	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0
"dlbcl_ricover_478"	0.818706035614014	4	FALSE	1	0	6	4	0	0	1	0	0	0	0	2	0	0	0	0	0	2	2
"dlbcl_ls2208"	0.825040638446808	4	TRUE	4	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"dlbcl_ricover_215"	0.826675713062286	4	TRUE	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
"dlbcl_c_d_1104_nullpair"	0.870174705982208	4	TRUE	4	0	4	3	0	0	1	0	0	3	0	0	0	0	0	0	2	0	4
"dlbcl_ricover_583"	0.872627258300781	4	TRUE	4	0	4	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"dlbcl_ricover_216"	0.874389946460724	4	FALSE	2	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"dlbcl_ricover_773"	0.884726345539093	4	TRUE	4	0	4	3	0	0	1	0	0	0	0	0	4	0	0	0	2	0	4
"dlbcl_ricover_543"	0.886196494102478	4	TRUE	4	0	2	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"dlbcl_ricover_173"	0.886870741844177	4	TRUE	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	2	0	6
"dlbcl_ricover_1190"	0.889025926589966	4	TRUE	4	0	2	4	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0
"dlbcl_ls1304"	0.896291077136993	4	TRUE	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
"dlbcl_ricover_99"	0.896394550800323	4	TRUE	4	0	1	4	0	0	1	0	0	0	0	2	0	0	0	0	0	2	4
"dlbcl_c_d_1163_nullpair"	0.89741986989975	4	TRUE	4	0	0	2	0	0	0	0	0	0	0	0	0	2	2	6	2	0	8
"dlbcl_c_d_1144_nullpair"	0.900271534919739	4	TRUE	4	0	1	3	0	0	1	0	0	2	0	0	0	1	2	3	0	0	4
"dlbcl_ls1683"	0.901109933853149	4	TRUE	4	0	6	6	1	0	2	0	0	2	0	0	2	0	2	2	0	0	2
"dlbcl_mc_f519_alt"	0.904081642627716	4	TRUE	4	0	1	5	0	1	1	0	0	0	0	2	0	0	0	0	0	0	2
"dlbcl_ricover_685"	0.907762050628662	4	TRUE	4	0	6	1	0	0	0	0	0	0	0	0	0	0	0	2	2	0	8
"dlbcl_ricover_467"	0.909184455871582	4	TRUE	4	0	9	8	0	0	2	0	0	3	0	0	2	0	0	0	0	0	6
"dlbcl_ricover_1106"	0.909234821796417	4	TRUE	4	0	5	8	0	0	2	0	0	0	0	0	0	4	0	8	2	0	6
"dlbcl_ricover_1287"	0.912324070930481	4	TRUE	4	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"dlbcl_ricover_712"	0.919764339923859	4	TRUE	4	0	2	5	0	0	1	0	0	0	0	0	0	2	0	2	0	0	2
"dlbcl_ricover_585"	0.920944452285767	4	TRUE	4	0	5	7	0	1	1	0	0	0	0	0	0	0	2	3	2	0	6
"dlbcl_ricover_417"	0.926153242588043	4	TRUE	4	0	4	3	0	0	1	0	0	0	0	0	0	0	0	0	2	0	6
"dlbcl_ls4085"	0.926946938037872	4	TRUE	4	0	4	4	0	0	1	0	0	0	0	0	2	0	0	1	0	0	2
"dlbcl_c_d_1166_nullpair"	0.927447438240051	4	TRUE	4	0	4	9	0	0	2	0	0	3	0	0	2	0	0	0	0	0	4
"dlbcl_ricover_1248"	0.931653559207916	4	TRUE	4	0	6	9	0	0	2	0	0	0	0	2	0	0	2	2	2	0	4
"dlbcl_ricover_1293"	0.934273421764374	4	TRUE	4	0	3	2	0	0	1	0	0	0	0	0	0	0	0	2	2	0	8
"dlbcl_ricover_224"	0.934890508651733	4	TRUE	4	0	3	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4
"dlbcl_c_d_1125_nullpair"	0.937980532646179	4	TRUE	4	0	3	6	0	0	1	0	1	0	0	0	0	0	0	2	2	0	6
"dlbcl_ricover_1257"	0.949037790298462	4	TRUE	4	0	2	5	0	1	2	0	0	0	0	0	0	2	0	2	0	0	2
"dlbcl_ricover_134"	0.950181603431702	4	TRUE	4	0	5	8	0	0	2	0	0	1	0	0	2	0	2	2	2	0	4
"dlbcl_ricover_720"	0.954113125801086	4	TRUE	4	0	6	6	0	0	1	0	0	0	0	0	0	0	0	0	2	0	6
"dlbcl_mayo_dlbcl_3653"	0.283033043146133	5	TRUE	5	0	1	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	2
"dlbcl_ricover_597"	0.409025341272354	5	TRUE	5	0	4	2	0	0	1	0	0	1	0	0	0	8	2	12	2	0	6
"dlbcl_ricover_151"	0.458424419164658	5	TRUE	5	1	9	1	1	0	0	0	0	3	2	0	0	4	2	11	0	0	0
"dlbcl_ricover_1204"	0.468683034181595	5	FALSE	4	0	5	3	0	1	2	0	0	0	1	0	2	8	0	10	0	0	6
"dlbcl_ricover_711"	0.554804265499115	5	TRUE	5	0	11	0	2	0	0	0	0	1	0	0	0	6	2	10	0	0	0
"dlbcl_ls2154"	0.585212886333466	5	FALSE	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
"dlbcl_dfci_dlbcl_goe08"	0.60906982421875	5	TRUE	5	0	1	0	0	0	0	4	0	0	0	2	0	4	4	10	0	0	0
"dlbcl_c_d_1109_nullpair"	0.62847888469696	5	TRUE	5	0	1	0	1	0	0	4	0	0	0	0	0	5	2	8	0	0	0
"dlbcl_ls2599"	0.630877435207367	5	FALSE	2	0	4	0	0	0	0	2	2	0	4	0	0	0	2	6	0	0	0
"dlbcl_ls3387"	0.643219351768494	5	TRUE	5	0	2	0	0	0	0	2	2	0	4	1	2	10	4	16	0	0	0
"dlbcl_ricover_617"	0.662232398986816	5	TRUE	5	1	5	0	2	0	0	2	0	0	2	2	0	4	2	10	0	0	0
"dlbcl_ls3866"	0.705022752285004	5	FALSE	1	0	1	0	0	0	0	0	0	0	0	2	0	2	2	4	0	0	0
"dlbcl_ricover_1299"	0.708285987377167	5	TRUE	5	0	3	2	0	0	1	0	0	0	0	0	0	2	2	8	0	0	2
"dlbcl_ricover_1278"	0.70915561914444	5	FALSE	4	0	1	3	0	0	1	0	1	2	0	0	0	7	0	10	0	2	3
"dlbcl_ricover_102"	0.712912440299988	5	TRUE	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0
"dlbcl_ls2264"	0.717649519443512	5	TRUE	5	0	0	2	0	0	1	0	0	0	0	0	0	4	2	6	0	0	2
"dlbcl_ls951"	0.737534642219543	5	TRUE	5	1	5	0	1	0	0	2	0	0	1	0	0	0	6	6	0	0	0
"dlbcl_ls3808"	0.771963238716125	5	TRUE	5	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0
"dlbcl_ls2590"	0.79911869764328	5	TRUE	5	0	2	1	0	0	0	0	0	0	0	0	2	3	4	11	0	0	0
"dlbcl_mc_f139_ad"	0.81612890958786	5	FALSE	1	0	1	0	0	0	0	2	0	2	2	2	0	4	0	12	0	0	0
"dlbcl_ricover_985"	0.818734407424927	5	TRUE	5	0	5	0	1	0	0	0	0	0	0	0	0	0	8	11	0	0	0
